longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.01,35.44,20.0,3458.0,651.0,1465.0,621.0,2.5806,85428.0,INLAND
-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,79885.0,INLAND
-122.25,40.15,15.0,1677.0,346.0,858.0,327.0,2.4375,95699.0,INLAND
-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,221051.01,<1H OCEAN
-118.3,33.89,37.0,2132.0,565.0,1369.0,565.0,3.285,189391.0,<1H OCEAN
-117.66,33.46,26.0,2073.0,370.0,952.0,340.0,5.0877,278566.02,<1H OCEAN
-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,410201.29,<1H OCEAN
-122.68,38.44,36.0,1311.0,259.0,648.0,268.0,3.4545,173648.0,<1H OCEAN
-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,87019.0,INLAND
-121.26,37.93,33.0,2109.0,531.0,2248.0,588.0,1.4583,69097.0,INLAND
-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,133769.0,<1H OCEAN
-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,127152.0,INLAND
-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,85398.0,INLAND
-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,87229.0,INLAND
-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,149295.0,<1H OCEAN
-122.01,38.25,16.0,1081.0,181.0,792.0,184.0,4.6779,203744.0,INLAND
-118.18,33.83,39.0,3622.0,745.0,1330.0,648.0,3.3125,289839.01,NEAR OCEAN
-119.78,34.45,23.0,2077.0,306.0,705.0,256.0,6.4744,317883.03,NEAR OCEAN
-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,210747.0,<1H OCEAN
-122.47,37.78,52.0,2042.0,378.0,1153.0,408.0,4.1856,402412.02,NEAR BAY
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,93938.0,NEAR BAY
-117.68,33.51,19.0,2930.0,428.0,1481.0,430.0,6.323,294321.0,<1H OCEAN
-117.61,33.42,31.0,3959.0,856.0,1919.0,775.0,4.0313,293216.03,NEAR OCEAN
-121.9,37.67,15.0,2130.0,273.0,876.0,285.0,7.2639,324253.02,<1H OCEAN
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,381240.02,NEAR OCEAN
-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,221629.03,NEAR BAY
-118.12,34.0,31.0,3281.0,768.0,2385.0,733.0,2.7308,183019.0,<1H OCEAN
-121.43,38.58,35.0,5298.0,954.0,1933.0,918.0,3.9167,154220.0,INLAND
-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,153890.0,<1H OCEAN
-122.13,37.72,26.0,2862.0,394.0,1030.0,397.0,7.912,424114.07,NEAR BAY
-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,130899.0,<1H OCEAN
-121.87,37.41,24.0,3308.0,548.0,1891.0,544.0,5.6683,247795.0,<1H OCEAN
-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,120793.0,<1H OCEAN
-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,288234.22,NEAR BAY
-121.99,36.99,29.0,3119.0,507.0,1476.0,487.0,5.8123,382951.32,NEAR OCEAN
-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,64605.0,INLAND
-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,143848.0,INLAND
-118.35,33.99,48.0,2741.0,439.0,1115.0,459.0,5.0514,251760.02,<1H OCEAN
-122.04,36.95,36.0,1862.0,364.0,1080.0,364.0,4.4567,248106.01,NEAR OCEAN
-122.01,36.95,52.0,1217.0,325.0,508.0,237.0,2.0547,234168.0,NEAR OCEAN
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,165563.0,NEAR BAY
-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,5.8855,304998.05,<1H OCEAN
-116.93,32.79,19.0,3354.0,,1948.0,682.0,3.0192,168553.0,<1H OCEAN
-117.22,34.12,30.0,2512.0,597.0,1390.0,523.0,2.3725,85780.0,INLAND
-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,67134.0,INLAND
-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,98377.0,<1H OCEAN
-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,2.3381,77223.0,INLAND
-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1.0208,94554.0,<1H OCEAN
-118.26,33.89,36.0,2230.0,417.0,1395.0,381.0,2.8493,128306.0,<1H OCEAN
-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,322906.01,NEAR OCEAN
-118.08,34.12,34.0,2921.0,641.0,1541.0,562.0,3.6827,237486.0,<1H OCEAN
-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,187880.0,<1H OCEAN
-118.2,33.98,43.0,1091.0,320.0,1418.0,316.0,2.1522,152364.0,<1H OCEAN
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,126470.0,<1H OCEAN
-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939,403549.28,NEAR BAY
-117.94,33.62,28.0,1765.0,390.0,832.0,349.0,6.5928,417479.24,<1H OCEAN
-121.48,38.53,43.0,1378.0,280.0,708.0,280.0,2.3542,100781.0,INLAND
-117.32,34.1,27.0,2053.0,461.0,1737.0,463.0,3.1213,104553.0,INLAND
-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,301499.03,NEAR BAY
-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0,181059.0,<1H OCEAN
-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,257998.04,<1H OCEAN
-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607,189887.01,<1H OCEAN
-118.33,34.04,33.0,1806.0,444.0,1161.0,393.0,2.5927,180138.0,<1H OCEAN
-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,103116.0,INLAND
-117.82,33.68,3.0,3068.0,494.0,1357.0,486.0,7.9187,346853.05,<1H OCEAN
-117.94,33.82,29.0,1422.0,409.0,1057.0,390.0,2.3347,181605.0,<1H OCEAN
-122.28,37.86,52.0,938.0,195.0,393.0,189.0,3.8594,207499.0,NEAR BAY
-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875,299583.07,NEAR OCEAN
-122.13,39.0,23.0,3832.0,774.0,2435.0,747.0,2.2754,85739.0,INLAND
-118.44,34.2,28.0,1732.0,435.0,1198.0,417.0,2.9219,205964.0,<1H OCEAN
-119.58,36.77,19.0,3225.0,548.0,1760.0,542.0,4.0227,95791.0,INLAND
-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1.4625,99471.0,<1H OCEAN
-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,159237.0,INLAND
-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,161454.0,<1H OCEAN
-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,57453.0,INLAND
-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168,197143.0,INLAND
-118.18,33.77,36.0,1833.0,688.0,1128.0,620.0,1.1483,151761.0,NEAR OCEAN
-118.32,34.02,51.0,2010.0,460.0,1355.0,433.0,2.0304,120858.0,<1H OCEAN
-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,108024.0,INLAND
-120.39,38.0,33.0,2177.0,404.0,891.0,383.0,3.212,111487.0,INLAND
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,163051.0,<1H OCEAN
-118.22,33.94,42.0,1046.0,287.0,1218.0,289.0,2.6538,129840.0,<1H OCEAN
-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,129006.0,<1H OCEAN
-118.41,34.01,26.0,2503.0,449.0,1218.0,426.0,5.3683,412309.24,<1H OCEAN
-118.12,34.14,25.0,3420.0,977.0,1718.0,947.0,3.1033,215915.0,<1H OCEAN
-122.34,37.57,28.0,3751.0,949.0,1691.0,846.0,3.9728,364917.0,NEAR OCEAN
-122.53,38.32,22.0,3577.0,,1371.0,501.0,5.795,289793.02,<1H OCEAN
-121.62,36.43,20.0,1335.0,290.0,717.0,243.0,4.7891,244341.0,<1H OCEAN
-117.87,33.72,37.0,2216.0,497.0,2445.0,506.0,3.8421,175032.0,<1H OCEAN
-120.69,35.52,26.0,2758.0,571.0,1291.0,522.0,2.925,176110.0,<1H OCEAN
-121.87,37.66,27.0,1569.0,242.0,583.0,214.0,5.7519,303904.0,INLAND
-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6.1785,356283.14,<1H OCEAN
-121.99,37.33,35.0,1802.0,291.0,841.0,315.0,4.8365,262024.0,<1H OCEAN
-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,323181.04,NEAR OCEAN
-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838,124075.0,INLAND
-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,236453.0,NEAR OCEAN
-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,210655.0,<1H OCEAN
-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,208898.0,<1H OCEAN
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,232052.01,<1H OCEAN
-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,371526.13,NEAR BAY
-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,119591.0,NEAR BAY
-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,1.5781,105540.0,<1H OCEAN
-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,230047.0,NEAR OCEAN
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,218608.0,<1H OCEAN
-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,200826.0,<1H OCEAN
-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,359125.09,<1H OCEAN
-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,2.7868,132044.0,INLAND
-118.08,34.14,42.0,2690.0,589.0,1149.0,535.0,3.88,289063.0,INLAND
-122.26,38.16,23.0,2840.0,491.0,1586.0,466.0,4.0337,145463.0,NEAR BAY
-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,216634.04,<1H OCEAN
-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,402848.18,NEAR BAY
-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,99951.0,INLAND
-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,212873.0,<1H OCEAN
-121.37,38.6,36.0,1119.0,144.0,414.0,150.0,5.8336,215117.0,INLAND
-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,435574.42,<1H OCEAN
-122.07,37.66,21.0,5031.0,1168.0,2461.0,1042.0,3.875,227111.01,NEAR BAY
-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,285846.04,<1H OCEAN
-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,263498.0,<1H OCEAN
-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,110499.0,NEAR BAY
-118.34,34.17,49.0,3033.0,580.0,1284.0,561.0,4.1161,279758.04,<1H OCEAN
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,328656.03,NEAR OCEAN
-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,253721.0,<1H OCEAN
-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,201592.0,<1H OCEAN
-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,403238.24,<1H OCEAN
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,228663.0,NEAR BAY
-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,72974.0,INLAND
-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,98165.0,<1H OCEAN
-118.9,34.2,16.0,6510.0,817.0,2304.0,778.0,7.9943,409158.06,<1H OCEAN
-120.86,37.6,25.0,1178.0,206.0,709.0,214.0,4.5625,154433.0,INLAND
-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,118651.99,INLAND
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,231475.0,<1H OCEAN
-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,146613.0,INLAND
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,391192.21,<1H OCEAN
-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,266311.02,NEAR OCEAN
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,69788.0,INLAND
-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001,500001.0,<1H OCEAN
-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,143668.0,INLAND
-120.42,34.94,32.0,2844.0,551.0,1337.0,516.0,2.7188,147651.0,<1H OCEAN
-121.27,38.05,26.0,378.0,75.0,164.0,65.0,3.4107,135812.0,INLAND
-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,215352.0,<1H OCEAN
-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,494206.93,NEAR BAY
-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,155075.0,NEAR OCEAN
-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,396631.25,NEAR OCEAN
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,119364.0,<1H OCEAN
-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,103146.0,<1H OCEAN
-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,74830.0,INLAND
-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,327747.04,INLAND
-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,211566.0,<1H OCEAN
-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392,485309.8,<1H OCEAN
-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,220854.0,<1H OCEAN
-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,237739.0,<1H OCEAN
-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,311524.0,NEAR BAY
-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,197094.0,<1H OCEAN
-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,203055.0,<1H OCEAN
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,110342.0,INLAND
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,331446.03,<1H OCEAN
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,61945.0,INLAND
-117.12,32.59,28.0,2793.0,706.0,1825.0,676.0,2.6724,152222.0,NEAR OCEAN
-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,462964.47,NEAR BAY
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,147454.0,INLAND
-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,9.9025,500001.0,NEAR BAY
-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,266652.4,INLAND
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,138552.0,INLAND
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,104434.0,INLAND
-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,124014.0,NEAR OCEAN
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,126378.0,<1H OCEAN
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,70106.0,INLAND
-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,275393.06,NEAR OCEAN
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,143348.0,<1H OCEAN
-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558,268044.03,<1H OCEAN
-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,172867.0,<1H OCEAN
-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,145144.0,INLAND
-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2.4659,109238.0,NEAR BAY
-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,278144.0,NEAR BAY
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,340213.16,NEAR OCEAN
-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,354527.04,NEAR BAY
-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,185812.0,<1H OCEAN
-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,148734.0,INLAND
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0,<1H OCEAN
-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,269386.01,<1H OCEAN
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,277188.1,<1H OCEAN
-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,277145.02,<1H OCEAN
-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,226235.0,INLAND
-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,281912.0,<1H OCEAN
-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,67133.0,INLAND
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,193494.02,<1H OCEAN
-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,82570.0,INLAND
-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,49185.0,INLAND
-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,79589.0,INLAND
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,350514.09,NEAR OCEAN
-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,160761.0,<1H OCEAN
-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,56162.0,INLAND
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,176874.0,NEAR BAY
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,101267.0,INLAND
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,116760.0,INLAND
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,297574.01,<1H OCEAN
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,465640.5,NEAR BAY
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,242398.05,<1H OCEAN
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,184839.0,<1H OCEAN
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,137791.0,<1H OCEAN
-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,95436.0,INLAND
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,412862.22,<1H OCEAN
-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,150552.0,<1H OCEAN
-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,300549.0,<1H OCEAN
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,171362.0,<1H OCEAN
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,246191.04,NEAR OCEAN
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,288611.01,NEAR OCEAN
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,487169.84,<1H OCEAN
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,248106.03,<1H OCEAN
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,106569.0,INLAND
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,94734.0,INLAND
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,198496.0,<1H OCEAN
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,447306.38,NEAR OCEAN
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,207000.0,NEAR BAY
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,100289.0,INLAND
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,319903.03,<1H OCEAN
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,184830.0,NEAR BAY
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,386641.5,INLAND
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,154968.0,INLAND
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,353870.02,NEAR OCEAN
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,202199.0,<1H OCEAN
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,142647.0,<1H OCEAN
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,298315.01,<1H OCEAN
-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,285627.02,<1H OCEAN
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,432100.26,NEAR OCEAN
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,169520.0,NEAR BAY
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,317002.04,<1H OCEAN
-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,64523.0,INLAND
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,277526.0,<1H OCEAN
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,160849.01,NEAR BAY
-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,216363.0,<1H OCEAN
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,199797.0,<1H OCEAN
-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,277577.0,NEAR OCEAN
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,143214.0,INLAND
-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,179087.03,<1H OCEAN
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,131151.0,INLAND
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,222804.0,<1H OCEAN
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,301840.0,<1H OCEAN
-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,305027.02,NEAR BAY
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,233652.0,<1H OCEAN
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,171435.02,<1H OCEAN
-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,207690.0,<1H OCEAN
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,196906.0,<1H OCEAN
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,265815.0,INLAND
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,409706.23,<1H OCEAN
-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,212861.0,<1H OCEAN
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,259798.0,NEAR OCEAN
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,176432.0,INLAND
-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,189791.0,<1H OCEAN
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,170588.0,INLAND
-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,273551.0,<1H OCEAN
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,457807.42,<1H OCEAN
-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,107051.0,INLAND
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,84559.0,INLAND
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,117291.01,INLAND
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,86849.0,INLAND
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,379800.37,NEAR BAY
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,169211.0,<1H OCEAN
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,168805.0,<1H OCEAN
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,169434.0,<1H OCEAN
-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,215944.0,<1H OCEAN
-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,229419.0,<1H OCEAN
-122.09,37.35,30.0,1502.0,186.0,501.0,180.0,10.0259,497868.95,NEAR BAY
-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,51002.0,INLAND
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,120811.0,INLAND
-118.41,34.24,38.0,490.0,101.0,402.0,100.0,3.125,240696.01,<1H OCEAN
-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783,169303.0,<1H OCEAN
-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123,204795.0,<1H OCEAN
-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,308717.0,NEAR OCEAN
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,263071.01,NEAR OCEAN
-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,251385.03,NEAR BAY
-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,351329.03,NEAR BAY
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,93875.0,<1H OCEAN
-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,145791.0,<1H OCEAN
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,98445.0,INLAND
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,126828.0,INLAND
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,130322.0,NEAR BAY
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,179362.0,INLAND
-122.47,37.79,52.0,2383.0,477.0,990.0,464.0,3.9688,483460.75,NEAR BAY
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,163021.0,NEAR BAY
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,382775.01,NEAR OCEAN
-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,285293.13,<1H OCEAN
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,203452.0,<1H OCEAN
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,220978.03,<1H OCEAN
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,105179.0,INLAND
-121.82,37.26,10.0,3030.0,574.0,1623.0,589.0,5.1356,267430.0,<1H OCEAN
-121.24,38.78,18.0,549.0,143.0,249.0,136.0,0.8691,110078.0,INLAND
-122.42,37.77,52.0,1925.0,568.0,867.0,515.0,2.879,334530.07,NEAR BAY
